Time,Temperature(C),Humidity(%),Dewpoint(C),HeatIndex(C)
2024/01/01 00:01,24.0,67,17.5,24.0
2024/01/01 00:06,24.0,66,17.3,24.0
2024/01/01 00:11,24.0,67,17.5,24.0
2024/01/01 00:16,24.0,67,17.5,24.0
2024/01/01 00:21,24.0,66,17.3,24.0
2024/01/01 00:26,24.0,66,17.3,24.0
2024/01/01 00:31,24.1,66,17.4,24.1
2024/01/01 00:36,24.1,66,17.4,24.1
2024/01/01 00:41,24.0,66,17.3,24.0
2024/01/01 00:46,23.9,66,17.2,23.9
2024/01/01 00:51,24.1,66,17.4,24.1
2024/01/01 00:56,24.1,66,17.4,24.1
2024/01/01 01:01,24.0,66,17.3,24.0
2024/01/01 01:06,24.1,66,17.4,24.1
2024/01/01 01:11,24.0,66,17.3,24.0
2024/01/01 01:16,24.1,66,17.4,24.1
2024/01/01 01:21,24.0,67,17.5,24.0
2024/01/01 01:26,24.1,67,17.6,24.1
2024/01/01 01:31,24.1,66,17.4,24.1
2024/01/01 01:36,24.0,66,17.3,24.0
2024/01/01 01:41,24.0,66,17.3,24.0
2024/01/01 01:46,24.1,66,17.4,24.1
2024/01/01 01:51,24.1,66,17.4,24.1
2024/01/01 01:56,24.0,66,17.3,24.0
2024/01/01 02:01,24.0,66,17.3,24.0
2024/01/01 02:06,24.0,66,17.3,24.0
2024/01/01 02:11,24.1,66,17.4,24.1
2024/01/01 02:16,24.0,66,17.3,24.0
2024/01/01 02:21,24.0,66,17.3,24.0
2024/01/01 02:26,24.0,66,17.3,24.0
2024/01/01 02:31,24.0,66,17.3,24.0
2024/01/01 02:36,24.1,66,17.4,24.1
2024/01/01 02:41,24.1,66,17.4,24.1
2024/01/01 02:46,24.0,66,17.3,24.0
2024/01/01 02:51,24.0,66,17.3,24.0
2024/01/01 02:56,24.0,66,17.3,24.0
2024/01/01 03:01,24.0,66,17.3,24.0
2024/01/01 03:06,24.0,66,17.3,24.0
2024/01/01 03:11,24.1,66,17.4,24.1
2024/01/01 03:16,23.9,66,17.2,23.9
2024/01/01 03:21,24.1,66,17.4,24.1
2024/01/01 03:26,24.0,66,17.3,24.0
2024/01/01 03:31,24.0,66,17.3,24.0
2024/01/01 03:36,24.1,66,17.4,24.1
2024/01/01 03:41,24.1,66,17.4,24.1
2024/01/01 03:46,24.1,66,17.4,24.1
2024/01/01 03:51,24.1,66,17.4,24.1
2024/01/01 03:56,24.1,66,17.4,24.1
2024/01/01 04:01,24.0,66,17.3,24.0
2024/01/01 04:06,24.0,66,17.3,24.0
2024/01/01 04:11,24.0,66,17.3,24.0
2024/01/01 04:16,24.1,65,17.1,24.1
2024/01/01 04:21,24.1,65,17.1,24.1
2024/01/01 04:26,24.1,65,17.1,24.1
2024/01/01 04:31,24.1,65,17.1,24.1
2024/01/01 04:36,24.0,65,17.0,24.0
2024/01/01 04:41,24.0,65,17.0,24.0
2024/01/01 04:46,24.1,65,17.1,24.1
2024/01/01 04:51,24.0,65,17.0,24.0
2024/01/01 04:56,24.0,65,17.0,24.0
2024/01/01 05:01,24.0,65,17.0,24.0
2024/01/01 05:06,24.0,65,17.0,24.0
2024/01/01 05:11,23.9,65,16.9,23.9
2024/01/01 05:16,24.0,65,17.0,24.0
2024/01/01 05:21,24.0,65,17.0,24.0
2024/01/01 05:26,24.1,64,16.9,24.1
2024/01/01 05:31,24.1,64,16.9,24.1
2024/01/01 05:36,24.2,64,17.0,24.2
2024/01/01 05:41,24.0,65,17.0,24.0
2024/01/01 05:46,24.1,65,17.1,24.1
2024/01/01 05:51,24.0,66,17.3,24.0
2024/01/01 05:56,24.0,65,17.0,24.0
2024/01/01 06:01,24.1,65,17.1,24.1
2024/01/01 06:06,24.0,65,17.0,24.0
2024/01/01 06:11,24.1,65,17.1,24.1
2024/01/01 06:16,24.0,65,17.0,24.0
2024/01/01 06:21,24.1,65,17.1,24.1
