Time,Temperature(C),Humidity(%),Dewpoint(C),HeatIndex(C)
2020/01/01 04:56,24.5,62,16.8,24.5
2020/01/01 05:01,24.5,62,16.8,24.5
2020/01/01 05:06,24.5,62,16.8,24.5
2020/01/01 05:11,24.4,62,16.7,24.4
2020/01/01 05:16,24.2,62,16.5,24.2
2020/01/01 05:21,24.2,62,16.5,24.2
2020/01/01 05:26,24.1,63,16.6,24.1
2020/01/01 05:31,24.0,63,16.6,24.0
2020/01/01 05:36,23.9,63,16.5,23.9
2020/01/01 05:41,23.9,64,16.7,23.9
2020/01/01 05:46,24.0,63,16.6,24.0
2020/01/01 05:51,24.3,63,16.8,24.3
2020/01/01 05:56,24.4,62,16.7,24.4
2020/01/01 06:01,24.5,62,16.8,24.5
2020/01/01 06:06,24.5,62,16.8,24.5
2020/01/01 06:11,24.4,62,16.7,24.4
2020/01/01 06:16,24.3,62,16.6,24.3
2020/01/01 06:21,24.2,62,16.5,24.2
2020/01/01 06:26,24.0,63,16.6,24.0
2020/01/01 06:31,23.9,63,16.5,23.9
2020/01/01 06:36,23.8,63,16.4,23.8
2020/01/01 06:41,23.8,64,16.6,23.8
2020/01/01 06:46,24.0,63,16.6,24.0
2020/01/01 06:51,24.4,63,16.9,24.4
2020/01/01 06:56,24.4,62,16.7,24.4
2020/01/01 07:01,24.6,62,16.9,24.6
2020/01/01 07:06,24.6,62,16.9,24.6
2020/01/01 07:11,24.5,62,16.8,24.5
2020/01/01 07:16,24.5,62,16.8,24.5
2020/01/01 07:21,24.3,62,16.6,24.3
2020/01/01 07:26,24.2,62,16.5,24.2
2020/01/01 07:31,24.2,63,16.7,24.2
2020/01/01 07:36,24.0,63,16.6,24.0
2020/01/01 07:41,24.0,63,16.6,24.0
2020/01/01 07:46,24.1,63,16.6,24.1
2020/01/01 07:51,24.4,63,16.9,24.4
2020/01/01 07:56,24.5,62,16.8,24.5
2020/01/01 08:01,24.5,62,16.8,24.5
2020/01/01 08:06,24.5,62,16.8,24.5
2020/01/01 08:11,24.4,62,16.7,24.4
2020/01/01 08:16,24.4,62,16.7,24.4
2020/01/01 08:21,24.2,62,16.5,24.2
2020/01/01 08:26,24.0,62,16.3,24.0
2020/01/01 08:31,24.1,63,16.6,24.1
2020/01/01 08:36,23.9,61,16.0,23.9
2020/01/01 08:41,24.0,59,15.5,24.0
2020/01/01 08:46,23.9,59,15.4,23.9
2020/01/01 08:51,24.2,58,15.4,24.2
2020/01/01 08:56,24.2,57,15.2,24.2
2020/01/01 09:01,24.5,57,15.5,24.5
2020/01/01 09:06,24.6,57,15.5,24.6
2020/01/01 09:11,24.7,57,15.6,24.7
2020/01/01 09:16,24.6,57,15.5,24.6
2020/01/01 09:21,24.6,58,15.8,24.6
2020/01/01 09:26,24.6,58,15.8,24.6
2020/01/01 09:31,24.4,58,15.6,24.4
2020/01/01 09:36,24.4,59,15.9,24.4
2020/01/01 09:41,24.3,59,15.8,24.3
2020/01/01 09:46,24.3,59,15.8,24.3
2020/01/01 09:51,24.2,59,15.7,24.2
2020/01/01 09:56,24.2,60,16.0,24.2
2020/01/01 10:01,24.1,60,15.9,24.1
2020/01/01 10:06,24.2,60,16.0,24.2
2020/01/01 10:11,24.4,60,16.2,24.4
2020/01/01 10:16,24.7,60,16.4,24.7
2020/01/01 10:21,24.8,59,16.3,24.8
2020/01/01 10:26,24.9,59,16.4,24.9
2020/01/01 10:31,24.9,59,16.4,24.9
2020/01/01 10:36,25.0,59,16.5,25.0
2020/01/01 10:41,24.7,59,16.2,24.7
2020/01/01 10:46,24.7,59,16.2,24.7
2020/01/01 10:51,24.6,59,16.1,24.6
2020/01/01 10:56,24.5,60,16.3,24.5
2020/01/01 11:01,24.6,60,16.4,24.6
2020/01/01 11:06,24.4,60,16.2,24.4
2020/01/01 11:11,24.3,60,16.1,24.3
2020/01/01 11:16,24.3,61,16.3,24.3
2020/01/01 11:21,24.2,61,16.2,24.2
2020/01/01 11:26,24.2,61,16.2,24.2
2020/01/01 11:31,24.4,61,16.4,24.4
2020/01/01 11:36,24.4,61,16.4,24.4
2020/01/01 11:41,24.6,61,16.6,24.6
2020/01/01 11:46,24.6,61,16.6,24.6
2020/01/01 11:51,24.5,61,16.5,24.5
2020/01/01 11:56,24.5,61,16.5,24.5
2020/01/01 12:01,24.5,62,16.8,24.5
2020/01/01 12:06,24.4,62,16.7,24.4
2020/01/01 12:11,24.4,62,16.7,24.4
2020/01/01 12:16,24.3,63,16.8,24.3
2020/01/01 12:21,24.2,63,16.7,24.2
2020/01/01 12:26,24.2,63,16.7,24.2
2020/01/01 12:31,24.2,63,16.7,24.2
2020/01/01 12:36,24.2,63,16.7,24.2
2020/01/01 12:41,24.2,64,17.0,24.2
2020/01/01 12:46,24.3,64,17.1,24.3
2020/01/01 12:51,24.4,64,17.2,24.4
2020/01/01 12:56,24.4,64,17.2,24.4
2020/01/01 13:01,24.4,64,17.2,24.4
2020/01/01 13:06,24.4,63,16.9,24.4
2020/01/01 13:11,24.4,63,16.9,24.4
2020/01/01 13:16,24.3,62,16.6,24.3
2020/01/01 13:21,24.1,60,15.9,24.1
2020/01/01 13:26,24.1,61,16.1,24.1
2020/01/01 13:31,24.1,62,16.4,24.1
2020/01/01 13:36,24.2,63,16.7,24.2
2020/01/01 13:41,24.1,63,16.6,24.1
2020/01/01 13:46,24.1,64,16.9,24.1
2020/01/01 13:51,24.1,64,16.9,24.1
2020/01/01 13:56,24.0,64,16.8,24.0
2020/01/01 14:01,24.0,64,16.8,24.0
2020/01/01 14:06,24.0,64,16.8,24.0
2020/01/01 14:11,23.9,64,16.7,23.9
2020/01/01 14:16,24.0,64,16.8,24.0
2020/01/01 14:21,24.0,64,16.8,24.0
2020/01/01 14:26,24.0,64,16.8,24.0
2020/01/01 14:31,24.0,64,16.8,24.0
2020/01/01 14:36,23.8,64,16.6,23.8
2020/01/01 14:41,23.9,65,16.9,23.9
2020/01/01 14:46,24.0,65,17.0,24.0
2020/01/01 14:51,23.9,65,16.9,23.9
2020/01/01 14:56,23.9,65,16.9,23.9
2020/01/01 15:01,23.9,66,17.2,23.9
2020/01/01 15:06,23.9,66,17.2,23.9
2020/01/01 15:11,24.1,66,17.4,24.1
2020/01/01 15:16,24.1,66,17.4,24.1
2020/01/01 15:21,24.2,65,17.2,24.2
2020/01/01 15:26,24.2,65,17.2,24.2
2020/01/01 15:31,24.2,65,17.2,24.2
2020/01/01 15:36,24.1,66,17.4,24.1
2020/01/01 15:41,24.3,66,17.6,24.3
2020/01/01 15:46,24.3,66,17.6,24.3
2020/01/01 15:51,24.4,66,17.7,24.4
2020/01/01 15:56,24.4,66,17.7,24.4
2020/01/01 16:01,24.5,66,17.8,24.5
2020/01/01 16:06,24.3,65,17.3,24.3
2020/01/01 16:11,24.4,65,17.4,24.4
2020/01/01 16:16,24.4,65,17.4,24.4
2020/01/01 16:21,24.4,65,17.4,24.4
2020/01/01 16:26,24.3,65,17.3,24.3
2020/01/01 16:31,24.3,65,17.3,24.3
2020/01/01 16:36,24.3,65,17.3,24.3
2020/01/01 16:41,24.2,65,17.2,24.2
2020/01/01 16:46,24.1,65,17.1,24.1
2020/01/01 16:51,24.1,65,17.1,24.1
2020/01/01 16:56,24.2,65,17.2,24.2
2020/01/01 17:01,24.2,65,17.2,24.2
2020/01/01 17:06,24.2,63,16.7,24.2
2020/01/01 17:11,24.3,63,16.8,24.3
2020/01/01 17:16,24.3,63,16.8,24.3
2020/01/01 17:21,24.4,62,16.7,24.4
2020/01/01 17:26,24.2,62,16.5,24.2
2020/01/01 17:31,24.3,61,16.3,24.3
2020/01/01 17:36,24.3,61,16.3,24.3
2020/01/01 17:41,24.1,61,16.1,24.1
2020/01/01 17:46,24.2,61,16.2,24.2
2020/01/01 17:51,24.2,60,16.0,24.2
2020/01/01 17:56,24.0,60,15.8,24.0
2020/01/01 18:01,24.0,61,16.0,24.0
2020/01/01 18:06,24.1,61,16.1,24.1
2020/01/01 18:11,24.0,62,16.3,24.0
2020/01/01 18:16,24.0,62,16.3,24.0
2020/01/01 18:21,24.0,63,16.6,24.0
2020/01/01 18:26,23.9,63,16.5,23.9
2020/01/01 18:31,23.9,63,16.5,23.9
2020/01/01 18:36,23.9,63,16.5,23.9
2020/01/01 18:41,23.9,63,16.5,23.9
2020/01/01 18:46,23.9,63,16.5,23.9
2020/01/01 18:51,23.8,63,16.4,23.8
2020/01/01 18:56,23.8,63,16.4,23.8
2020/01/01 19:01,23.7,63,16.3,23.7
2020/01/01 19:06,23.6,63,16.2,23.6
2020/01/01 19:11,23.6,63,16.2,23.6
2020/01/01 19:16,23.7,63,16.3,23.7
2020/01/01 19:21,23.6,64,16.4,23.6
2020/01/01 19:26,23.7,64,16.5,23.7
2020/01/01 19:31,23.7,64,16.5,23.7
2020/01/01 19:36,23.6,64,16.4,23.6
2020/01/01 19:41,23.6,64,16.4,23.6
2020/01/01 19:46,23.5,64,16.3,23.5
2020/01/01 19:51,23.5,64,16.3,23.5
2020/01/01 19:56,23.5,64,16.3,23.5
2020/01/01 20:01,23.5,65,16.6,23.5
2020/01/01 20:06,23.5,65,16.6,23.5
2020/01/01 20:11,23.6,65,16.7,23.6
2020/01/01 20:16,23.6,65,16.7,23.6
2020/01/01 20:21,23.6,64,16.4,23.6
2020/01/01 20:26,23.5,63,16.1,23.5
2020/01/01 20:31,23.5,62,15.8,23.5
2020/01/01 20:36,23.6,63,16.2,23.6
2020/01/01 20:41,23.8,63,16.4,23.8
2020/01/01 20:46,24.0,63,16.6,24.0
2020/01/01 20:51,24.2,62,16.5,24.2
2020/01/01 20:56,24.3,62,16.6,24.3
2020/01/01 21:01,24.5,62,16.8,24.5
2020/01/01 21:06,24.4,62,16.7,24.4
2020/01/01 21:11,24.2,62,16.5,24.2
2020/01/01 21:16,24.2,62,16.5,24.2
2020/01/01 21:21,24.1,62,16.4,24.1
2020/01/01 21:26,24.1,62,16.4,24.1
2020/01/01 21:31,24.0,62,16.3,24.0
2020/01/01 21:36,23.9,63,16.5,23.9
2020/01/01 21:41,23.9,63,16.5,23.9
2020/01/01 21:46,23.9,63,16.5,23.9
2020/01/01 21:51,23.8,64,16.6,23.8
2020/01/01 21:56,23.9,64,16.7,23.9
2020/01/01 22:01,24.0,64,16.8,24.0
2020/01/01 22:06,24.0,64,16.8,24.0
2020/01/01 22:11,23.9,64,16.7,23.9
2020/01/01 22:16,23.9,64,16.7,23.9
2020/01/01 22:21,23.9,64,16.7,23.9
2020/01/01 22:26,23.8,64,16.6,23.8
2020/01/01 22:31,23.7,64,16.5,23.7
2020/01/01 22:36,23.7,64,16.5,23.7
2020/01/01 22:41,23.6,64,16.4,23.6
2020/01/01 22:46,23.6,64,16.4,23.6
2020/01/01 22:51,23.5,65,16.6,23.5
2020/01/01 22:56,23.5,65,16.6,23.5
2020/01/01 23:01,23.5,65,16.6,23.5
2020/01/01 23:06,23.5,65,16.6,23.5
2020/01/01 23:11,23.3,65,16.4,23.3
2020/01/01 23:16,23.3,65,16.4,23.3
2020/01/01 23:21,23.3,65,16.4,23.3
2020/01/01 23:26,23.3,65,16.4,23.3
2020/01/01 23:31,23.2,65,16.3,23.2
2020/01/01 23:36,23.2,65,16.3,23.2
2020/01/01 23:41,23.3,66,16.6,23.3
2020/01/01 23:46,23.4,66,16.7,23.4
2020/01/01 23:51,23.5,65,16.6,23.5
2020/01/01 23:56,23.6,65,16.7,23.6
2020/01/02 00:01,23.5,65,16.6,23.5
2020/01/02 00:06,23.5,65,16.6,23.5
2020/01/02 00:11,23.4,66,16.7,23.4
2020/01/02 00:16,23.4,66,16.7,23.4
2020/01/02 00:21,23.4,66,16.7,23.4
2020/01/02 00:26,23.3,66,16.6,23.3
2020/01/02 00:31,23.3,66,16.6,23.3
2020/01/02 00:36,23.2,66,16.5,23.2
2020/01/02 00:41,23.2,66,16.5,23.2
2020/01/02 00:46,23.2,66,16.5,23.2
2020/01/02 00:51,23.3,66,16.6,23.3
2020/01/02 00:56,23.1,66,16.4,23.1
2020/01/02 01:01,23.1,66,16.4,23.1
2020/01/02 01:06,23.1,66,16.4,23.1
2020/01/02 01:11,23.1,66,16.4,23.1
2020/01/02 01:16,23.4,66,16.7,23.4
2020/01/02 01:21,23.4,66,16.7,23.4
2020/01/02 01:26,23.4,66,16.7,23.4
2020/01/02 01:31,23.4,65,16.5,23.4
2020/01/02 01:36,23.4,66,16.7,23.4
2020/01/02 01:41,23.4,66,16.7,23.4
2020/01/02 01:46,23.3,66,16.6,23.3
2020/01/02 01:51,23.3,66,16.6,23.3
2020/01/02 01:56,23.2,66,16.5,23.2
2020/01/02 02:01,23.3,66,16.6,23.3
2020/01/02 02:06,23.2,66,16.5,23.2
2020/01/02 02:11,23.1,66,16.4,23.1
2020/01/02 02:16,23.1,66,16.4,23.1
2020/01/02 02:21,23.0,66,16.3,23.0
2020/01/02 02:26,23.0,66,16.3,23.0
2020/01/02 02:31,23.1,66,16.4,23.1
2020/01/02 02:36,23.0,66,16.3,23.0
2020/01/02 02:41,23.1,66,16.4,23.1
2020/01/02 02:46,23.1,66,16.4,23.1
2020/01/02 02:51,23.1,66,16.4,23.1
2020/01/02 02:56,23.1,66,16.4,23.1
2020/01/02 03:01,23.1,66,16.4,23.1
2020/01/02 03:06,23.1,66,16.4,23.1
2020/01/02 03:11,23.1,66,16.4,23.1
2020/01/02 03:16,23.1,66,16.4,23.1
2020/01/02 03:21,23.1,66,16.4,23.1
2020/01/02 03:26,23.2,66,16.5,23.2
2020/01/02 03:31,23.0,66,16.3,23.0
2020/01/02 03:36,23.0,66,16.3,23.0
2020/01/02 03:41,23.1,66,16.4,23.1
2020/01/02 03:46,23.0,66,16.3,23.0
2020/01/02 03:51,22.9,66,16.2,22.9
2020/01/02 03:56,22.9,66,16.2,22.9
2020/01/02 04:01,22.9,66,16.2,22.9
2020/01/02 04:06,23.2,67,16.8,23.2
2020/01/02 04:11,23.4,66,16.7,23.4
2020/01/02 04:16,23.4,66,16.7,23.4
2020/01/02 04:21,23.7,65,16.8,23.7
2020/01/02 04:26,23.8,65,16.9,23.8
2020/01/02 04:31,24.2,64,17.0,24.2
2020/01/02 04:36,24.3,64,17.1,24.3
2020/01/02 04:41,24.4,64,17.2,24.4
2020/01/02 04:46,24.3,64,17.1,24.3
2020/01/02 04:51,24.2,64,17.0,24.2
2020/01/02 04:56,24.1,64,16.9,24.1
2020/01/02 05:01,24.0,64,16.8,24.0
2020/01/02 05:06,23.9,64,16.7,23.9
2020/01/02 05:11,23.8,64,16.6,23.8
2020/01/02 05:16,23.7,65,16.8,23.7
2020/01/02 05:21,23.5,65,16.6,23.5
2020/01/02 05:26,23.5,65,16.6,23.5
2020/01/02 05:31,23.5,65,16.6,23.5
2020/01/02 05:36,23.6,66,16.9,23.6
2020/01/02 05:41,24.0,65,17.0,24.0
2020/01/02 05:46,24.4,64,17.2,24.4
2020/01/02 05:51,24.5,63,17.0,24.5
2020/01/02 05:56,24.4,63,16.9,24.4
2020/01/02 06:01,24.4,63,16.9,24.4
2020/01/02 06:06,24.3,63,16.8,24.3
2020/01/02 06:11,24.2,63,16.7,24.2
2020/01/02 06:16,24.2,63,16.7,24.2
2020/01/02 06:21,24.1,64,16.9,24.1
2020/01/02 06:26,23.8,64,16.6,23.8
2020/01/02 06:31,23.8,64,16.6,23.8
2020/01/02 06:36,23.7,64,16.5,23.7
2020/01/02 06:41,23.6,65,16.7,23.6
2020/01/02 06:46,23.7,65,16.8,23.7
2020/01/02 06:51,24.0,65,17.0,24.0
2020/01/02 06:56,24.2,65,17.2,24.2
2020/01/02 07:01,24.2,64,17.0,24.2
2020/01/02 07:06,24.2,64,17.0,24.2
2020/01/02 07:11,24.3,64,17.1,24.3
2020/01/02 07:16,24.2,64,17.0,24.2
2020/01/02 07:21,24.1,64,16.9,24.1
2020/01/02 07:26,24.0,64,16.8,24.0
2020/01/02 07:31,23.8,64,16.6,23.8
2020/01/02 07:36,23.8,65,16.9,23.8
2020/01/02 07:41,23.7,65,16.8,23.7
2020/01/02 07:46,23.7,65,16.8,23.7
2020/01/02 07:51,23.9,65,16.9,23.9
2020/01/02 07:56,24.1,64,16.9,24.1
2020/01/02 08:01,24.4,64,17.2,24.4
2020/01/02 08:06,24.4,64,17.2,24.4
2020/01/02 08:11,24.3,64,17.1,24.3
2020/01/02 08:16,24.3,64,17.1,24.3
2020/01/02 08:21,24.1,64,16.9,24.1
2020/01/02 08:26,24.0,64,16.8,24.0
2020/01/02 08:31,24.0,64,16.8,24.0
2020/01/02 08:36,23.9,64,16.7,23.9
2020/01/02 08:41,23.7,65,16.8,23.7
2020/01/02 08:46,23.7,65,16.8,23.7
2020/01/02 08:51,23.9,65,16.9,23.9
2020/01/02 08:56,23.6,55,14.1,23.6
2020/01/02 09:01,23.5,56,14.2,23.5
2020/01/02 09:06,23.3,57,14.3,23.3
2020/01/02 09:11,23.5,57,14.5,23.5
2020/01/02 09:16,23.3,57,14.3,23.3
2020/01/02 09:21,23.3,57,14.3,23.3
2020/01/02 09:26,23.2,57,14.2,23.2
2020/01/02 09:31,23.1,57,14.1,23.1
2020/01/02 09:36,23.3,57,14.3,23.3
2020/01/02 09:41,23.2,56,14.0,23.2
2020/01/02 09:46,23.1,56,13.9,23.1
2020/01/02 09:51,23.0,56,13.8,23.0
2020/01/02 09:56,23.1,55,13.6,23.1
2020/01/02 10:01,22.9,55,13.4,22.9
2020/01/02 10:06,22.9,55,13.4,22.9
2020/01/02 10:11,22.9,56,13.7,22.9
2020/01/02 10:16,22.9,56,13.7,22.9
2020/01/02 10:21,22.9,57,14.0,22.9
2020/01/02 10:26,23.0,57,14.1,23.0
2020/01/02 10:31,22.9,58,14.2,22.9
2020/01/02 10:36,22.8,58,14.1,22.8
2020/01/02 10:41,22.9,58,14.2,22.9
2020/01/02 10:46,22.9,59,14.5,22.9
2020/01/02 10:51,22.8,59,14.4,22.8
2020/01/02 10:56,22.8,59,14.4,22.8
2020/01/02 11:01,23.0,60,14.8,23.0
2020/01/02 11:06,23.4,59,15.0,23.4
2020/01/02 11:11,23.6,59,15.1,23.6
2020/01/02 11:16,23.9,58,15.2,23.9
2020/01/02 11:21,24.1,58,15.4,24.1
2020/01/02 11:26,24.2,58,15.4,24.2
2020/01/02 11:31,24.3,58,15.5,24.3
2020/01/02 11:36,24.4,58,15.6,24.4
2020/01/02 11:41,24.2,56,14.9,24.2
2020/01/02 11:46,24.3,56,15.0,24.3
2020/01/02 11:51,24.3,56,15.0,24.3
2020/01/02 11:56,24.2,57,15.2,24.2
2020/01/02 12:01,24.1,57,15.1,24.1
2020/01/02 12:06,24.0,57,15.0,24.0
2020/01/02 12:11,23.9,57,14.9,23.9
2020/01/02 12:16,23.8,58,15.1,23.8
2020/01/02 12:21,23.6,58,14.9,23.6
2020/01/02 12:26,23.6,58,14.9,23.6
2020/01/02 12:31,23.5,58,14.8,23.5
2020/01/02 12:36,23.4,59,15.0,23.4
2020/01/02 12:41,23.4,59,15.0,23.4
2020/01/02 12:46,23.3,59,14.9,23.3
2020/01/02 12:51,23.3,59,14.9,23.3
2020/01/02 12:56,23.2,59,14.8,23.2
2020/01/02 13:01,23.1,59,14.7,23.1
2020/01/02 13:06,23.1,60,14.9,23.1
2020/01/02 13:11,23.1,60,14.9,23.1
2020/01/02 13:16,23.0,60,14.8,23.0
2020/01/02 13:21,23.1,60,14.9,23.1
2020/01/02 13:26,23.0,60,14.8,23.0
2020/01/02 13:31,22.9,60,14.8,22.9
2020/01/02 13:36,22.9,60,14.8,22.9
2020/01/02 13:41,22.9,60,14.8,22.9
2020/01/02 13:46,22.9,60,14.8,22.9
2020/01/02 13:51,22.8,60,14.7,22.8
2020/01/02 13:56,22.8,61,14.9,22.8
2020/01/02 14:01,22.8,61,14.9,22.8
2020/01/02 14:06,22.8,61,14.9,22.8
2020/01/02 14:11,22.7,61,14.8,22.7
2020/01/02 14:16,22.7,61,14.8,22.7
2020/01/02 14:21,22.8,61,14.9,22.8
2020/01/02 14:26,22.7,61,14.8,22.7
2020/01/02 14:31,22.6,61,14.7,22.6
2020/01/02 14:36,22.6,61,14.7,22.6
2020/01/02 14:41,22.7,61,14.8,22.7
2020/01/02 14:46,23.1,61,15.2,23.1
2020/01/02 14:51,23.5,60,15.3,23.5
2020/01/02 14:56,23.8,59,15.3,23.8
2020/01/02 15:01,23.9,58,15.2,23.9
2020/01/02 15:06,24.0,58,15.3,24.0
2020/01/02 15:11,23.7,58,15.0,23.7
2020/01/02 15:16,23.7,58,15.0,23.7
2020/01/02 15:21,23.7,58,15.0,23.7
2020/01/02 15:26,23.6,58,14.9,23.6
2020/01/02 15:31,23.5,59,15.1,23.5
2020/01/02 15:36,23.4,59,15.0,23.4
2020/01/02 15:41,23.4,59,15.0,23.4
2020/01/02 15:46,23.4,59,15.0,23.4
2020/01/02 15:51,23.3,60,15.1,23.3
2020/01/02 15:56,23.6,59,15.1,23.6
2020/01/02 16:01,24.1,58,15.4,24.1
2020/01/02 16:06,24.4,57,15.4,24.4
2020/01/02 16:11,24.4,57,15.4,24.4
2020/01/02 16:16,24.4,57,15.4,24.4
2020/01/02 16:21,24.5,57,15.5,24.5
2020/01/02 16:26,24.3,57,15.3,24.3
2020/01/02 16:31,24.1,57,15.1,24.1
2020/01/02 16:36,24.1,57,15.1,24.1
2020/01/02 16:41,23.9,58,15.2,23.9
2020/01/02 16:46,23.8,58,15.1,23.8
2020/01/02 16:51,23.7,58,15.0,23.7
2020/01/02 16:56,23.6,58,14.9,23.6
2020/01/02 17:01,23.5,59,15.1,23.5
2020/01/02 17:06,23.4,59,15.0,23.4
2020/01/02 17:11,23.4,59,15.0,23.4
2020/01/02 17:16,23.6,60,15.4,23.6
2020/01/02 17:21,24.0,60,15.8,24.0
2020/01/02 17:26,24.2,59,15.7,24.2
2020/01/02 17:31,24.3,59,15.8,24.3
2020/01/02 17:36,24.3,58,15.5,24.3
2020/01/02 17:41,24.2,59,15.7,24.2
2020/01/02 17:46,24.2,59,15.7,24.2
2020/01/02 17:51,24.1,60,15.9,24.1
2020/01/02 17:56,24.1,60,15.9,24.1
2020/01/02 18:01,24.1,61,16.1,24.1
2020/01/02 18:06,23.9,61,16.0,23.9
2020/01/02 18:11,24.0,61,16.0,24.0
2020/01/02 18:16,23.8,61,15.9,23.8
2020/01/02 18:21,23.7,61,15.8,23.7
2020/01/02 18:26,23.7,61,15.8,23.7
2020/01/02 18:31,23.6,62,15.9,23.6
2020/01/02 18:36,23.6,62,15.9,23.6
2020/01/02 18:41,23.6,62,15.9,23.6
2020/01/02 18:46,23.7,62,16.0,23.7
2020/01/02 18:51,23.8,62,16.1,23.8
2020/01/02 18:56,23.8,62,16.1,23.8
2020/01/02 19:01,24.0,62,16.3,24.0
2020/01/02 19:06,24.0,62,16.3,24.0
2020/01/02 19:11,24.0,62,16.3,24.0
2020/01/02 19:16,23.9,62,16.2,23.9
2020/01/02 19:21,23.8,62,16.1,23.8
2020/01/02 19:26,23.8,62,16.1,23.8
2020/01/02 19:31,23.7,62,16.0,23.7
2020/01/02 19:36,23.7,62,16.0,23.7
2020/01/02 19:41,23.6,62,15.9,23.6
2020/01/02 19:46,23.6,62,15.9,23.6
2020/01/02 19:51,23.5,62,15.8,23.5
2020/01/02 19:56,23.5,62,15.8,23.5
2020/01/02 20:01,23.6,63,16.2,23.6
2020/01/02 20:06,23.8,62,16.1,23.8
2020/01/02 20:11,24.1,62,16.4,24.1
2020/01/02 20:16,24.2,61,16.2,24.2
2020/01/02 20:21,24.1,61,16.1,24.1
2020/01/02 20:26,24.2,61,16.2,24.2
2020/01/02 20:31,24.2,61,16.2,24.2
2020/01/02 20:36,24.1,61,16.1,24.1
2020/01/02 20:41,24.0,61,16.0,24.0
2020/01/02 20:46,24.0,61,16.0,24.0
2020/01/02 20:51,23.9,61,16.0,23.9
2020/01/02 20:56,23.8,61,15.9,23.8
2020/01/02 21:01,23.9,62,16.2,23.9
2020/01/02 21:06,23.8,62,16.1,23.8
2020/01/02 21:11,23.7,62,16.0,23.7
2020/01/02 21:16,23.7,62,16.0,23.7
2020/01/02 21:21,23.7,62,16.0,23.7
2020/01/02 21:26,23.9,62,16.2,23.9
2020/01/02 21:31,24.0,62,16.3,24.0
2020/01/02 21:36,24.2,61,16.2,24.2
2020/01/02 21:41,24.2,61,16.2,24.2
2020/01/02 21:46,24.3,61,16.3,24.3
2020/01/02 21:51,24.2,61,16.2,24.2
2020/01/02 21:56,24.2,61,16.2,24.2
2020/01/02 22:01,24.1,61,16.1,24.1
2020/01/02 22:06,23.9,61,16.0,23.9
2020/01/02 22:11,24.0,61,16.0,24.0
2020/01/02 22:16,23.9,61,16.0,23.9
2020/01/02 22:21,23.8,61,15.9,23.8
