Time,Temperature(C),Humidity(%),Dewpoint(C),HeatIndex(C)
2022/01/02 02:35,24.1,68,17.9,24.1
2022/01/02 02:40,24.3,68,18.0,24.3
2022/01/02 02:45,24.2,68,17.9,24.2
2022/01/02 02:50,24.3,68,18.0,24.3
2022/01/02 02:55,24.3,68,18.0,24.3
2022/01/02 03:00,24.1,68,17.9,24.1
2022/01/02 03:05,24.1,68,17.9,24.1
2022/01/02 03:10,24.2,68,17.9,24.2
2022/01/02 03:15,24.2,68,17.9,24.2
2022/01/02 03:20,24.2,68,17.9,24.2
2022/01/02 03:25,24.1,68,17.9,24.1
2022/01/02 03:30,24.2,68,17.9,24.2
2022/01/02 03:35,24.2,68,17.9,24.2
2022/01/02 03:40,24.1,68,17.9,24.1
2022/01/02 03:45,24.1,68,17.9,24.1
2022/01/02 03:50,24.1,68,17.9,24.1
2022/01/02 03:55,24.1,68,17.9,24.1
2022/01/02 04:00,24.2,68,17.9,24.2
2022/01/02 04:05,24.1,68,17.9,24.1
2022/01/02 04:10,24.2,68,17.9,24.2
2022/01/02 04:15,24.2,68,17.9,24.2
2022/01/02 04:20,24.2,68,17.9,24.2
2022/01/02 04:25,24.2,68,17.9,24.2
2022/01/02 04:30,24.1,68,17.9,24.1
2022/01/02 04:35,24.2,68,17.9,24.2
2022/01/02 04:40,24.1,68,17.9,24.1
2022/01/02 04:45,24.2,68,17.9,24.2
2022/01/02 04:50,24.1,68,17.9,24.1
2022/01/02 04:55,24.1,68,17.9,24.1
2022/01/02 05:00,24.1,67,17.6,24.1
2022/01/02 05:05,24.1,68,17.9,24.1
2022/01/02 05:10,24.1,68,17.9,24.1
2022/01/02 05:15,24.2,68,17.9,24.2
2022/01/02 05:20,24.2,67,17.7,24.2
2022/01/02 05:25,24.3,68,18.0,24.3
2022/01/02 05:30,24.3,68,18.0,24.3
2022/01/02 05:35,24.2,67,17.7,24.2
2022/01/02 05:40,24.2,67,17.7,24.2
2022/01/02 05:45,24.2,67,17.7,24.2
2022/01/02 05:50,24.2,67,17.7,24.2
2022/01/02 05:55,24.2,67,17.7,24.2
2022/01/02 06:00,24.2,68,17.9,24.2
2022/01/02 06:05,24.2,68,17.9,24.2
2022/01/02 06:10,24.1,68,17.9,24.1
2022/01/02 06:15,24.2,68,17.9,24.2
2022/01/02 06:20,24.2,67,17.7,24.2
2022/01/02 06:25,24.2,67,17.7,24.2
2022/01/02 06:30,24.2,68,17.9,24.2
2022/01/02 06:35,24.2,68,17.9,24.2
2022/01/02 06:40,24.2,68,17.9,24.2
2022/01/02 06:45,24.1,67,17.6,24.1
2022/01/02 06:50,24.2,68,17.9,24.2
2022/01/02 06:55,24.1,67,17.6,24.1
2022/01/02 07:00,24.1,67,17.6,24.1
2022/01/02 07:05,24.2,67,17.7,24.2
2022/01/02 07:10,24.1,67,17.6,24.1
2022/01/02 07:15,24.1,67,17.6,24.1
2022/01/02 07:20,24.1,68,17.9,24.1
2022/01/02 07:25,24.1,68,17.9,24.1
2022/01/02 07:30,24.1,67,17.6,24.1
2022/01/02 07:35,24.1,67,17.6,24.1
2022/01/02 07:40,24.2,67,17.7,24.2
2022/01/02 07:45,24.0,68,17.8,24.0
2022/01/02 07:50,24.1,68,17.9,24.1
2022/01/02 07:55,24.0,68,17.8,24.0
2022/01/02 08:00,24.1,67,17.6,24.1
2022/01/02 08:05,24.0,68,17.8,24.0
2022/01/02 08:10,24.1,68,17.9,24.1
2022/01/02 08:15,24.1,67,17.6,24.1
2022/01/02 08:20,24.1,67,17.6,24.1
2022/01/02 08:25,23.9,67,17.4,23.9
2022/01/02 08:30,24.0,67,17.5,24.0
2022/01/02 08:35,24.0,67,17.5,24.0
2022/01/02 08:40,24.1,67,17.6,24.1
2022/01/02 08:45,24.1,67,17.6,24.1
2022/01/02 08:50,24.0,67,17.5,24.0
2022/01/02 08:55,24.0,67,17.5,24.0
2022/01/02 09:00,24.0,67,17.5,24.0
2022/01/02 09:05,24.0,67,17.5,24.0
2022/01/02 09:10,23.9,67,17.4,23.9
2022/01/02 09:15,24.0,67,17.5,24.0
2022/01/02 09:20,24.0,67,17.5,24.0
2022/01/02 09:25,24.0,67,17.5,24.0
2022/01/02 09:30,24.0,67,17.5,24.0
2022/01/02 09:35,23.9,67,17.4,23.9
2022/01/02 09:40,23.9,67,17.4,23.9
2022/01/02 09:45,23.9,67,17.4,23.9
2022/01/02 09:50,23.9,67,17.4,23.9
2022/01/02 09:55,23.9,67,17.4,23.9
2022/01/02 10:00,23.9,67,17.4,23.9
2022/01/02 10:05,23.9,67,17.4,23.9
2022/01/02 10:10,23.9,66,17.2,23.9
2022/01/02 10:15,23.9,66,17.2,23.9
2022/01/02 10:20,23.9,66,17.2,23.9
2022/01/02 10:25,23.9,66,17.2,23.9
2022/01/02 10:30,23.9,66,17.2,23.9
2022/01/02 10:35,23.8,66,17.1,23.8
2022/01/02 10:40,23.9,66,17.2,23.9
2022/01/02 10:45,23.9,66,17.2,23.9
2022/01/02 10:50,23.8,65,16.9,23.8
2022/01/02 10:55,23.8,65,16.9,23.8
2022/01/02 11:00,23.8,65,16.9,23.8
2022/01/02 11:05,23.8,65,16.9,23.8
2022/01/02 11:10,23.8,65,16.9,23.8
2022/01/02 11:15,23.8,65,16.9,23.8
2022/01/02 11:20,23.7,66,17.0,23.7
2022/01/02 11:25,23.8,67,17.3,23.8
2022/01/02 11:30,23.8,67,17.3,23.8
2022/01/02 11:35,23.8,68,17.6,23.8
2022/01/02 11:40,23.9,68,17.7,23.9
2022/01/02 11:45,24.0,69,18.0,24.0
2022/01/02 11:50,23.9,69,17.9,23.9
2022/01/02 11:55,24.0,69,18.0,24.0
2022/01/02 12:00,23.9,69,17.9,23.9
2022/01/02 12:05,23.9,69,17.9,23.9
2022/01/02 12:10,24.0,69,18.0,24.0
2022/01/02 12:15,24.0,69,18.0,24.0
2022/01/02 12:20,24.0,69,18.0,24.0
2022/01/02 12:25,24.0,69,18.0,24.0
2022/01/02 12:30,23.9,69,17.9,23.9
2022/01/02 12:35,24.0,69,18.0,24.0
2022/01/02 12:40,24.0,69,18.0,24.0
2022/01/02 12:45,23.9,69,17.9,23.9
2022/01/02 12:50,23.9,69,17.9,23.9
2022/01/02 12:55,23.9,68,17.7,23.9
2022/01/02 13:00,23.8,68,17.6,23.8
2022/01/02 13:05,23.9,68,17.7,23.9
2022/01/02 13:10,23.8,68,17.6,23.8
2022/01/02 13:15,23.9,68,17.7,23.9
2022/01/02 13:20,23.9,68,17.7,23.9
2022/01/02 13:25,23.8,68,17.6,23.8
2022/01/02 13:30,23.9,68,17.7,23.9
2022/01/02 13:35,24.0,68,17.8,24.0
2022/01/02 13:40,23.9,68,17.7,23.9
2022/01/02 13:45,23.9,68,17.7,23.9
2022/01/02 13:50,23.8,67,17.3,23.8
2022/01/02 13:55,23.8,67,17.3,23.8
2022/01/02 14:00,23.8,67,17.3,23.8
2022/01/02 14:05,23.8,67,17.3,23.8
2022/01/02 14:10,23.8,67,17.3,23.8
2022/01/02 14:15,23.9,67,17.4,23.9
2022/01/02 14:20,23.8,67,17.3,23.8
2022/01/02 14:25,23.8,67,17.3,23.8
2022/01/02 14:30,23.8,67,17.3,23.8
2022/01/02 14:35,23.8,67,17.3,23.8
2022/01/02 14:40,23.8,67,17.3,23.8
2022/01/02 14:45,23.8,66,17.1,23.8
2022/01/02 14:50,23.9,67,17.4,23.9
2022/01/02 14:55,23.8,66,17.1,23.8
2022/01/02 15:00,23.9,66,17.2,23.9
2022/01/02 15:05,23.8,66,17.1,23.8
2022/01/02 15:10,23.8,66,17.1,23.8
2022/01/02 15:15,23.7,66,17.0,23.7
2022/01/02 15:20,23.8,66,17.1,23.8
2022/01/02 15:25,23.7,66,17.0,23.7
2022/01/02 15:30,23.9,66,17.2,23.9
2022/01/02 15:35,23.8,66,17.1,23.8
2022/01/02 15:40,23.8,67,17.3,23.8
2022/01/02 15:45,24.0,67,17.5,24.0
2022/01/02 15:50,23.9,67,17.4,23.9
2022/01/02 15:55,23.8,66,17.1,23.8
2022/01/02 16:00,23.8,66,17.1,23.8
2022/01/02 16:05,23.8,66,17.1,23.8
2022/01/02 16:10,23.8,66,17.1,23.8
2022/01/02 16:15,23.8,66,17.1,23.8
2022/01/02 16:20,23.9,66,17.2,23.9
2022/01/02 16:25,23.9,66,17.2,23.9
2022/01/02 16:30,23.8,66,17.1,23.8
2022/01/02 16:35,23.8,66,17.1,23.8
2022/01/02 16:40,23.8,66,17.1,23.8
2022/01/02 16:45,23.8,66,17.1,23.8
2022/01/02 16:50,23.8,66,17.1,23.8
2022/01/02 16:55,23.9,66,17.2,23.9
2022/01/02 17:00,23.8,66,17.1,23.8
2022/01/02 17:05,23.8,66,17.1,23.8
2022/01/02 17:10,23.8,66,17.1,23.8
2022/01/02 17:15,23.9,66,17.2,23.9
2022/01/02 17:20,23.8,66,17.1,23.8
2022/01/02 17:25,23.8,66,17.1,23.8
2022/01/02 17:30,23.8,66,17.1,23.8
2022/01/02 17:35,23.9,66,17.2,23.9
2022/01/02 17:40,23.8,66,17.1,23.8
2022/01/02 17:45,23.9,66,17.2,23.9
2022/01/02 17:50,23.8,66,17.1,23.8
2022/01/02 17:55,23.8,66,17.1,23.8
2022/01/02 18:00,23.8,66,17.1,23.8
2022/01/02 18:05,23.9,66,17.2,23.9
2022/01/02 18:10,23.9,66,17.2,23.9
2022/01/02 18:15,23.8,66,17.1,23.8
2022/01/02 18:20,23.8,66,17.1,23.8
2022/01/02 18:25,23.9,66,17.2,23.9
2022/01/02 18:30,24.0,66,17.3,24.0
2022/01/02 18:35,23.9,66,17.2,23.9
2022/01/02 18:40,23.9,66,17.2,23.9
2022/01/02 18:45,23.9,66,17.2,23.9
2022/01/02 18:50,24.0,66,17.3,24.0
2022/01/02 18:55,23.9,66,17.2,23.9
2022/01/02 19:00,24.0,66,17.3,24.0
2022/01/02 19:05,24.0,66,17.3,24.0
2022/01/02 19:10,24.0,66,17.3,24.0
2022/01/02 19:15,24.0,66,17.3,24.0
2022/01/02 19:20,24.0,66,17.3,24.0
2022/01/02 19:25,24.1,66,17.4,24.1
2022/01/02 19:30,24.0,66,17.3,24.0
2022/01/02 19:35,24.0,66,17.3,24.0
2022/01/02 19:40,24.0,66,17.3,24.0
2022/01/02 19:45,24.0,66,17.3,24.0
2022/01/02 19:50,24.0,66,17.3,24.0
2022/01/02 19:55,24.0,66,17.3,24.0
2022/01/02 20:00,24.1,66,17.4,24.1
2022/01/02 20:05,24.0,66,17.3,24.0
2022/01/02 20:10,24.0,66,17.3,24.0
2022/01/02 20:15,23.9,66,17.2,23.9
2022/01/02 20:20,24.0,67,17.5,24.0
2022/01/02 20:25,24.0,67,17.5,24.0
2022/01/02 20:30,24.0,67,17.5,24.0
2022/01/02 20:35,24.0,67,17.5,24.0
2022/01/02 20:40,24.0,67,17.5,24.0
2022/01/02 20:45,24.0,67,17.5,24.0
2022/01/02 20:50,24.1,67,17.6,24.1
2022/01/02 20:55,24.0,67,17.5,24.0
2022/01/02 21:00,24.1,67,17.6,24.1
2022/01/02 21:05,24.2,67,17.7,24.2
2022/01/02 21:10,24.2,67,17.7,24.2
2022/01/02 21:15,24.3,67,17.8,24.3
2022/01/02 21:20,24.3,67,17.8,24.3
2022/01/02 21:25,24.4,67,17.9,24.4
2022/01/02 21:30,24.4,67,17.9,24.4
2022/01/02 21:35,24.4,67,17.9,24.4
2022/01/02 21:40,24.4,67,17.9,24.4
2022/01/02 21:45,24.5,67,18.0,24.5
2022/01/02 21:50,24.5,67,18.0,24.5
2022/01/02 21:55,24.4,67,17.9,24.4
2022/01/02 22:00,24.4,67,17.9,24.4
2022/01/02 22:05,24.5,67,18.0,24.5
2022/01/02 22:10,24.5,67,18.0,24.5
2022/01/02 22:15,24.6,67,18.1,24.6
2022/01/02 22:20,24.5,67,18.0,24.5
